ocel_id;ocel_time;ocel_changed_field;Amount of Handling Units;Status;Weight
cr8;2023-05-24 17:50:00;;1;empty
cr1741;2024-03-01 16:38:04;Status;;full
cr1725;2024-03-01 16:38:09;Weight;;;430.0
cr1707;2024-03-01 16:52:42;Status;;full
cr1706;2024-03-01 16:55:14;Status;;full
cr1696;2024-03-01 17:42:09;Weight;;;760.0
cr1682;2024-03-01 18:57:46;Weight;;;1190.0
cr1754;2024-03-01 22:30:00;;5;empty
cr1739;2024-03-02 01:01:22;;6;empty
cr1748;2024-03-02 02:21:48;;6;empty
cr1707;2024-03-04 07:14:04;Weight;;;1230.0
cr1752;2024-03-04 07:52:07;;6;empty
cr1751;2024-03-04 08:35:22;;6;empty
cr1706;2024-03-04 08:39:53;Weight;;;1210.0
cr1741;2024-03-04 08:52:51;Weight;;;760.0
cr1727;2024-03-04 09:06:07;Status;;full
cr1747;2024-03-04 09:17:12;;2;empty
cr1727;2024-03-04 09:21:20;Weight;;;990.0
cr1748;2024-03-04 09:49:41;Status;;full
cr1747;2024-03-04 09:53:25;Status;;full
cr1720;2024-03-04 10:50:22;;6;empty
cr1748;2024-03-04 10:53:52;Weight;;;1230.0
cr1739;2024-03-04 11:16:35;Status;;full
cr1740;2024-03-04 11:27:40;;6;empty
cr1739;2024-03-04 11:28:15;Weight;;;1160.0
cr1743;2024-03-04 11:31:49;;6;empty
cr1747;2024-03-04 11:35:12;Weight;;;360.0
cr1752;2024-03-04 11:36:53;Status;;full
cr1754;2024-03-04 11:43:19;Status;;full
cr1751;2024-03-04 11:46:11;Status;;full
cr1749;2024-03-04 11:54:17;;6;empty
cr1754;2024-03-04 11:57:55;Weight;;;1080.0
cr1720;2024-03-04 13:23:55;Status;;full
cr1753;2024-03-04 13:37:52;;6;empty
cr1720;2024-03-04 13:44:06;Weight;;;1190.0
cr1746;2024-03-04 14:03:54;;6;empty
cr1752;2024-03-04 14:06:23;Weight;;;1210.0
cr1726;2024-03-04 14:24:43;;6;empty
cr1751;2024-03-04 14:28:01;Weight;;;1250.0
cr1740;2024-03-04 17:41:31;Status;;full
cr1746;2024-03-04 17:59:11;Status;;full
cr1749;2024-03-05 08:04:12;Status;;full
cr1743;2024-03-05 08:08:43;Status;;full
cr1757;2024-03-05 08:24:01;;6;empty
cr1749;2024-03-05 08:27:29;Weight;;;1230.0
cr1753;2024-03-05 08:30:28;Status;;full
cr1726;2024-03-05 08:33:43;Status;;full
cr1733;2024-03-05 08:41:26;;6;empty
cr1740;2024-03-05 08:45:42;Weight;;;1230.0
cr1714;2024-03-05 08:54:13;;6;empty
cr1726;2024-03-05 08:56:01;Weight;;;1190.0
cr1745;2024-03-05 09:08:12;;4;empty
cr1746;2024-03-05 09:09:10;Weight;;;1120.0
cr1723;2024-03-05 09:23:13;;6;empty
cr1743;2024-03-05 09:25:25;Weight;;;1140.0
cr1653;2024-03-05 09:56:01;;6;empty
cr1753;2024-03-05 09:57:12;Weight;;;1120.0
cr1757;2024-03-05 11:38:03;Status;;full
cr1745;2024-03-05 11:44:09;Status;;full
cr1756;2024-03-05 11:47:53;;6;empty
cr1757;2024-03-05 11:50:32;Weight;;;1210.0
cr1714;2024-03-05 14:10:07;Status;;full
cr1653;2024-03-05 14:12:26;Status;;full
cr1755;2024-03-05 14:14:17;;6;empty
cr1745;2024-03-05 14:15:54;Weight;;;810.0
cr1716;2024-03-05 14:20:13;;6;empty
cr1723;2024-03-05 14:22:00;Status;;full
cr1714;2024-03-05 14:22:11;Weight;;;1210.0
cr1719;2024-03-05 14:22:15;;1;empty
cr1653;2024-03-05 14:25:52;Weight;;;1210.0
cr1759;2024-03-05 15:24:01;;1;empty
cr1723;2024-03-05 15:26:35;Weight;;;1160.0
cr1755;2024-03-05 16:08:22;Status;;full
cr1756;2024-03-05 16:10:12;Status;;full
cr1763;2024-03-05 16:20:37;;6;empty
cr1755;2024-03-05 16:23:22;Weight;;;1220.0
cr1733;2024-03-05 16:28:03;Status;;full
cr1716;2024-03-05 16:33:01;Status;;full
cr1724;2024-03-05 16:40:30;;6;empty
cr1733;2024-03-05 16:43:50;Weight;;;1190.0
cr1716;2024-03-05 16:50:18;Weight;;;1120.0
cr1719;2024-03-05 17:02:30;Status;;full
cr1759;2024-03-05 17:15:14;Status;;full
cr1756;2024-03-05 17:24:51;Weight;;;1210.0
cr1759;2024-03-05 17:53:24;Weight;;;200.0
cr1719;2024-03-06 07:45:19;Weight;;;200.0
cr1724;2024-03-06 07:56:56;Status;;full
cr1763;2024-03-06 09:13:53;Status;;full
cr1724;2024-03-06 09:14:26;Weight;;;1230.0
cr1763;2024-03-06 09:25:12;Weight;;;1230.0
cr1774;2024-03-06 15:13:03;;6;empty
cr1774;2024-03-06 15:47:41;Status;;full
cr1774;2024-03-06 15:58:39;Weight;;;1180.0
cr1769;2024-03-06 15:58:42;;6;empty
cr1769;2024-03-06 19:39:39;Status;;full
cr1721;2024-03-07 01:38:06;;6;empty
cr1717;2024-03-07 01:50:05;;6;empty
cr1760;2024-03-07 08:13:46;;6;empty
cr1742;2024-03-07 09:17:28;;6;empty
cr1760;2024-03-07 09:49:55;Status;;full
cr1769;2024-03-07 10:04:16;Weight;;;1160.0
cr1742;2024-03-07 11:00:31;Status;;full
cr1721;2024-03-07 11:06:05;Status;;full
cr1717;2024-03-07 11:07:00;Status;;full
cr1760;2024-03-07 11:54:40;Weight;;;1180.0
cr1721;2024-03-07 11:57:31;Weight;;;1160.0
cr1742;2024-03-07 16:07:01;Weight;;;1160.0
cr1770;2024-03-07 16:07:55;;6;empty
cr1717;2024-03-07 16:09:31;Weight;;;1190.0
cr1770;2024-03-07 16:54:46;Status;;full
cr1786;2024-03-07 18:23:29;;6;empty
cr1770;2024-03-07 18:31:50;Weight;;;1240.0
cr1781;2024-03-07 20:20:53;;2;empty
cr1783;2024-03-07 20:39:38;;6;empty
cr1764;2024-03-08 01:15:46;;6;empty
cr1789;2024-03-08 05:18:01;;6;empty
cr1768;2024-03-08 09:57:46;;6;empty
cr1781;2024-03-08 11:29:19;Status;;full
cr1768;2024-03-08 11:49:11;Status;;full
cr1789;2024-03-08 11:52:11;Status;;full
cr1783;2024-03-08 11:52:23;Status;;full
cr1786;2024-03-08 13:04:10;Status;;full
cr1791;2024-03-08 13:53:03;;2;empty
cr1781;2024-03-08 13:55:09;Weight;;;380.0
cr1764;2024-03-08 14:00:45;Status;;full
cr1786;2024-03-08 14:13:01;Weight;;;1280.0
cr1768;2024-03-08 14:39:58;Weight;;;1140.0
cr1783;2024-03-08 14:45:58;Weight;;;1190.0
cr1764;2024-03-08 14:56:48;Weight;;;1160.0
cr1789;2024-03-08 15:02:30;Weight;;;1280.0
cr1801;2024-03-08 15:04:58;;4;empty
cr1791;2024-03-08 15:20:33;Status;;full
cr1801;2024-03-08 15:42:07;Status;;full
cr1801;2024-03-08 15:58:55;Weight;;;810.0
cr1791;2024-03-08 16:34:03;Weight;;;430.0
cr1805;2024-03-08 18:48:37;;6;empty
cr1811;2024-03-08 18:50:50;;6;empty
cr1799;2024-03-08 20:46:16;;6;empty
cr1800;2024-03-08 21:51:33;;6;empty
cr1758;2024-03-08 23:57:38;;6;empty
cr1804;2024-03-09 08:05:59;;6;empty
cr1811;2024-03-11 13:06:39;Status;;full
cr1799;2024-03-11 13:12:44;Status;;full
cr1800;2024-03-11 13:22:46;Status;;full
cr1758;2024-03-11 13:27:14;Status;;full
cr1805;2024-03-11 13:29:32;Status;;full
cr1804;2024-03-11 13:33:47;Status;;full
cr1797;2024-03-11 13:36:01;;6;empty
cr1787;2024-03-11 13:40:53;;1;empty
cr1790;2024-03-11 13:47:36;;6;empty
cr1800;2024-03-11 14:03:31;Weight;;;1140.0
cr1765;2024-03-11 14:08:20;;3;empty
cr1771;2024-03-11 14:19:30;;2;empty
cr1758;2024-03-11 14:20:59;Weight;;;1140.0
cr1804;2024-03-11 14:24:57;Weight;;;1280.0
cr1799;2024-03-11 14:27:43;Weight;;;1150.0
cr1811;2024-03-11 14:34:20;Weight;;;1190.0
cr1788;2024-03-11 14:49:41;;6;empty
cr1805;2024-03-11 14:58:36;Weight;;;1100.0
cr1797;2024-03-11 15:21:05;Status;;full
cr1794;2024-03-11 15:32:14;;6;empty
cr1771;2024-03-11 15:34:52;Status;;full
cr1787;2024-03-11 15:35:43;Status;;full
cr1802;2024-03-11 15:46:42;;6;empty
cr1787;2024-03-11 15:58:57;Weight;;;200.0
cr1782;2024-03-11 16:58:31;;6;empty
cr1771;2024-03-11 16:59:46;Weight;;;450.0
cr1797;2024-03-11 16:59:57;Weight;;;1120.0
cr1802;2024-03-12 09:23:37;Status;;full
cr1790;2024-03-12 09:26:24;Status;;full
cr1788;2024-03-12 09:31:42;Status;;full
cr1803;2024-03-12 09:33:49;;6;empty
cr1765;2024-03-12 09:33:53;Status;;full
cr1798;2024-03-12 09:36:22;;6;empty
cr1790;2024-03-12 09:38:10;Weight;;;1120.0
cr1802;2024-03-12 09:38:42;Weight;;;1230.0
cr1794;2024-03-12 09:41:52;Status;;full
cr1782;2024-03-12 09:42:23;Status;;full
cr1778;2024-03-12 09:43:40;;1;empty
cr1765;2024-03-12 09:44:26;Weight;;;580.0
cr1766;2024-03-12 10:43:41;;6;empty
cr1788;2024-03-12 10:47:10;Weight;;;1160.0
cr1785;2024-03-12 11:03:42;;6;empty
cr1794;2024-03-12 11:04:36;Weight;;;1100.0
cr1806;2024-03-12 11:04:37;;3;empty
cr1782;2024-03-12 11:05:51;Weight;;;1210.0
cr1778;2024-03-12 11:37:10;Status;;full
cr1795;2024-03-12 11:47:04;;1;empty
cr1778;2024-03-12 11:50:15;Weight;;;200.0
cr1803;2024-03-12 11:55:25;Status;;full
cr1766;2024-03-12 14:00:42;Status;;full
cr1761;2024-03-12 14:02:04;;6;empty
cr1803;2024-03-12 14:02:56;Weight;;;1300.0
cr1798;2024-03-12 14:03:20;Status;;full
cr1806;2024-03-12 14:04:16;Status;;full
cr1820;2024-03-12 14:10:30;;2;empty
cr1766;2024-03-12 14:12:04;Weight;;;1140.0
cr1775;2024-03-12 14:13:21;;1;empty
cr1795;2024-03-12 14:13:29;Status;;full
cr1798;2024-03-12 14:16:45;Weight;;;1120.0
cr1796;2024-03-12 14:23:36;;6;empty
cr1795;2024-03-12 14:26:34;Weight;;;180.0
cr1761;2024-03-12 14:32:11;Status;;full
cr1761;2024-03-12 14:43:17;Weight;;;1160.0
cr1775;2024-03-12 14:44:22;Status;;full
cr1806;2024-03-12 14:45:42;Weight;;;560.0
cr1775;2024-03-12 14:54:42;Weight;;;200.0
cr1785;2024-03-12 14:56:19;Status;;full
cr1813;2024-03-12 15:22:21;;6;empty
cr1820;2024-03-12 15:40:57;Status;;full
cr1813;2024-03-12 15:53:36;Status;;full
cr1796;2024-03-12 15:58:40;Status;;full
cr1785;2024-03-12 16:08:26;Weight;;;1190.0
cr1820;2024-03-12 17:16:35;Weight;;;430.0
cr1796;2024-03-12 17:21:18;Weight;;;1140.0
cr1817;2024-03-12 17:24:34;;5;empty
cr1813;2024-03-12 17:46:40;Weight;;;1160.0
cr1815;2024-03-12 20:21:08;;6;empty
cr1821;2024-03-13 00:16:54;;6;empty
cr1762;2024-03-13 05:19:23;;5;empty
cr1823;2024-03-13 06:44:18;;6;empty
cr1817;2024-03-13 07:44:12;Status;;full
cr1817;2024-03-13 08:50:37;Weight;;;960.0
cr1818;2024-03-13 09:43:04;;6;empty
cr1762;2024-03-13 10:31:49;Status;;full
cr1821;2024-03-13 10:37:01;Status;;full
cr1815;2024-03-13 10:41:46;Status;;full
cr1823;2024-03-13 10:44:25;Status;;full
cr1762;2024-03-13 10:44:33;Weight;;;1030.0
cr1815;2024-03-13 10:53:42;Weight;;;1120.0
cr1818;2024-03-13 10:58:42;Status;;full
cr1821;2024-03-13 11:56:18;Weight;;;1260.0
cr1818;2024-03-13 13:10:31;Weight;;;1180.0
cr1823;2024-03-13 13:11:01;Weight;;;1120.0
cr1812;2024-03-13 22:00:01;;6;empty
cr1822;2024-03-13 22:18:32;;1;empty
cr1776;2024-03-14 06:38:29;;6;empty
cr1773;2024-03-14 08:00:08;;6;empty
cr1822;2024-03-14 09:01:36;Status;;full
cr1776;2024-03-14 09:18:10;Status;;full
cr1812;2024-03-14 09:26:58;Status;;full
cr1773;2024-03-14 09:30:01;Status;;full
cr1822;2024-03-14 09:48:18;Weight;;;180.0
cr1812;2024-03-14 09:51:36;Weight;;;1280.0
cr1773;2024-03-14 11:00:22;Weight;;;1160.0
cr1776;2024-03-14 11:01:10;Weight;;;1190.0
cr1825;2024-03-14 13:05:34;;5;empty
cr1825;2024-03-14 13:37:58;Status;;full
cr1837;2024-03-14 14:10:47;;6;empty
cr1837;2024-03-14 14:51:44;Status;;full
cr1825;2024-03-14 15:01:23;Weight;;;970.0
cr1837;2024-03-14 15:55:01;Weight;;;1160.0
cr1816;2024-03-14 17:52:45;;6;empty
cr1834;2024-03-14 21:51:33;;6;empty
cr1838;2024-03-14 23:21:36;;3;empty
cr1824;2024-03-15 01:21:52;;6;empty
cr1833;2024-03-15 02:40:54;;2;empty
cr1777;2024-03-15 02:43:47;;6;empty
cr1833;2024-03-15 09:49:07;Status;;full
cr1772;2024-03-15 10:50:32;;6;empty
cr1833;2024-03-15 10:52:22;Weight;;;400.0
cr1834;2024-03-15 15:14:44;Status;;full
cr1838;2024-03-15 15:15:08;Status;;full
cr1777;2024-03-15 15:20:02;Status;;full
cr1780;2024-03-15 15:27:08;;6;empty
cr1779;2024-03-15 15:27:20;;6;empty
cr1834;2024-03-15 15:28:20;Weight;;;1230.0
cr1816;2024-03-15 15:32:46;Status;;full
cr1838;2024-03-15 15:33:38;Weight;;;580.0
cr1835;2024-03-15 15:45:14;;6;empty
cr1816;2024-03-15 15:48:20;Weight;;;1190.0
cr1824;2024-03-15 15:59:28;Status;;full
cr1807;2024-03-15 16:32:44;;6;empty
cr1777;2024-03-15 16:34:25;Weight;;;1190.0
cr1842;2024-03-15 18:04:48;;6;empty
cr1824;2024-03-15 18:43:29;Weight;;;1160.0
cr1772;2024-03-18 07:28:27;Status;;full
cr1829;2024-03-18 07:50:52;;4;empty
cr1772;2024-03-18 09:06:00;Weight;;;1210.0
cr1780;2024-03-18 10:15:03;Status;;full
cr1835;2024-03-18 10:41:21;Status;;full
cr1779;2024-03-18 10:42:59;Status;;full
cr1767;2024-03-18 10:54:14;;4;empty
cr1842;2024-03-18 10:56:58;Status;;full
cr1807;2024-03-18 10:57:03;Status;;full
cr1779;2024-03-18 10:57:52;Weight;;;1260.0
cr1841;2024-03-18 10:58:51;;3;empty
cr1780;2024-03-18 12:04:06;Weight;;;1250.0
cr1808;2024-03-18 12:05:11;;6;empty
cr1836;2024-03-18 12:07:02;;6;empty
cr1845;2024-03-18 12:37:18;;6;empty
cr1807;2024-03-18 13:08:47;Weight;;;1170.0
cr1835;2024-03-18 13:10:54;Weight;;;1160.0
cr1842;2024-03-18 13:39:02;Weight;;;1120.0
cr1767;2024-03-18 14:29:23;Status;;full
cr1830;2024-03-18 14:40:51;;6;empty
cr1767;2024-03-18 14:41:31;Weight;;;850.0
cr1841;2024-03-18 17:10:41;Status;;full
cr1829;2024-03-18 17:35:39;Status;;full
cr1839;2024-03-18 17:47:45;;6;empty
cr1841;2024-03-18 17:52:37;Weight;;;560.0
cr1847;2024-03-18 19:11:45;;4;empty
cr1829;2024-03-19 07:19:27;Weight;;;880.0
cr1808;2024-03-19 07:49:59;Status;;full
cr1819;2024-03-19 08:59:31;;6;empty
cr1845;2024-03-19 09:34:53;Status;;full
cr1830;2024-03-19 09:41:40;Status;;full
cr1847;2024-03-19 09:42:01;Status;;full
cr1784;2024-03-19 09:44:56;;2;empty
cr1845;2024-03-19 09:45:30;Weight;;;1140.0
cr1836;2024-03-19 09:46:55;Status;;full
cr1839;2024-03-19 09:48:46;Status;;full
cr1852;2024-03-19 09:51:35;;6;empty
cr1830;2024-03-19 09:52:18;Weight;;;1230.0
cr1793;2024-03-19 09:57:00;;5;empty
cr1836;2024-03-19 09:58:27;Weight;;;1160.0
cr1814;2024-03-19 09:58:56;;5;empty
cr1808;2024-03-19 09:59:52;Weight;;;1280.0
cr1819;2024-03-19 10:34:34;Status;;full
cr1826;2024-03-19 10:44:52;;6;empty
cr1819;2024-03-19 10:49:32;Weight;;;1250.0
cr1784;2024-03-19 10:53:42;Status;;full
cr1839;2024-03-19 11:00:01;Weight;;;1280.0
cr1832;2024-03-19 11:03:56;;6;empty
cr1847;2024-03-19 11:07:21;Weight;;;780.0
cr1810;2024-03-19 12:26:53;;6;empty
cr1784;2024-03-19 13:33:31;Weight;;;360.0
cr1832;2024-03-19 15:16:42;Status;;full
cr1814;2024-03-19 15:18:40;Status;;full
cr1856;2024-03-19 15:26:42;;6;empty
cr1853;2024-03-19 15:28:42;;5;empty
cr1814;2024-03-19 15:30:27;Weight;;;1100.0
cr1832;2024-03-19 15:31:00;Weight;;;1210.0
cr1852;2024-03-19 15:32:37;Status;;full
cr1793;2024-03-19 15:57:04;Status;;full
cr1810;2024-03-19 16:11:57;Status;;full
cr1846;2024-03-19 16:47:49;;6;empty
cr1852;2024-03-19 16:52:58;Weight;;;1160.0
cr1826;2024-03-19 16:59:55;Status;;full
cr1856;2024-03-19 17:00:34;Status;;full
cr1853;2024-03-19 17:01:35;Status;;full
cr1867;2024-03-19 17:06:04;;6;empty
cr1793;2024-03-19 17:10:23;Weight;;;980.0
cr1810;2024-03-19 17:29:07;Weight;;;1190.0
cr1853;2024-03-19 17:41:45;Weight;;;940.0
cr1856;2024-03-19 17:50:00;Weight;;;1160.0
cr1848;2024-03-20 00:17:55;;6;empty
cr1826;2024-03-20 08:40:19;Weight;;;1160.0
cr1867;2024-03-20 10:09:32;Status;;full
cr1846;2024-03-20 10:22:22;Status;;full
cr1848;2024-03-20 10:34:18;Status;;full
cr1846;2024-03-20 10:38:09;Weight;;;1210.0
cr1848;2024-03-20 10:46:54;Weight;;;1140.0
cr1867;2024-03-20 10:54:16;Weight;;;1190.0
cr1868;2024-03-20 12:08:07;;6;empty
cr1868;2024-03-20 13:52:06;Status;;full
cr1868;2024-03-20 14:58:23;Weight;;;1160.0
cr1831;2024-03-20 21:49:53;;2;empty
cr1827;2024-03-21 02:19:53;;6;empty
cr1869;2024-03-21 02:26:38;;6;empty
cr1859;2024-03-21 04:32:38;;6;empty
cr1861;2024-03-21 06:03:28;;6;empty
cr1858;2024-03-21 09:01:39;;6;empty
cr1831;2024-03-21 09:23:47;Status;;full
cr1827;2024-03-21 09:50:45;Status;;full
cr1859;2024-03-21 09:51:01;Status;;full
cr1831;2024-03-21 09:59:29;Weight;;;360.0
cr1858;2024-03-21 11:07:31;Status;;full
cr1869;2024-03-21 11:09:41;Status;;full
cr1861;2024-03-21 11:11:10;Status;;full
cr1827;2024-03-21 11:25:50;Weight;;;1120.0
cr1859;2024-03-21 11:27:38;Weight;;;1300.0
cr1861;2024-03-21 11:30:21;Weight;;;1120.0
cr1874;2024-03-21 11:47:14;;6;empty
cr1858;2024-03-21 11:48:07;Weight;;;1160.0
cr1869;2024-03-21 11:51:07;Weight;;;1160.0
cr1874;2024-03-21 15:16:13;Status;;full
cr1874;2024-03-21 15:30:02;Weight;;;1240.0
cr1851;2024-03-21 17:22:27;;1;empty
cr1870;2024-03-21 18:24:15;;6;empty
cr1792;2024-03-21 20:36:43;;6;empty
cr1872;2024-03-21 20:45:24;;3;empty
cr1862;2024-03-22 03:37:13;;6;empty
cr1851;2024-03-22 07:36:40;Status;;full
cr1862;2024-03-22 09:36:12;Status;;full
cr1851;2024-03-22 09:46:29;Weight;;;200.0
cr1850;2024-03-22 11:01:23;;6;empty
cr1862;2024-03-22 11:06:42;Weight;;;1140.0
cr1849;2024-03-22 11:56:29;;6;empty
cr1792;2024-03-22 11:57:55;Status;;full
cr1872;2024-03-22 11:58:53;Status;;full
cr1870;2024-03-22 13:11:56;Status;;full
cr1844;2024-03-22 13:13:35;;6;empty
cr1792;2024-03-22 14:13:04;Weight;;;1180.0
cr1872;2024-03-22 14:19:12;Weight;;;600.0
cr1870;2024-03-22 14:24:18;Weight;;;1140.0
cr1849;2024-03-22 14:39:42;Status;;full
cr1844;2024-03-22 16:01:03;Status;;full
cr1850;2024-03-22 16:08:55;Status;;full
cr1849;2024-03-22 16:10:36;Weight;;;1120.0
cr1850;2024-03-22 16:29:14;Weight;;;1190.0
cr1879;2024-03-22 17:02:39;;6;empty
cr1844;2024-03-22 17:21:24;Weight;;;1280.0
cr1871;2024-03-22 18:49:25;;6;empty
cr1809;2024-03-23 01:50:43;;6;empty
cr1843;2024-03-23 04:21:24;;1;empty
cr1864;2024-03-23 05:39:15;;2;empty
cr1876;2024-03-23 20:23:45;;6;empty
cr1879;2024-03-25 07:39:48;Status;;full
cr1857;2024-03-25 08:42:49;;2;empty
cr1879;2024-03-25 08:56:31;Weight;;;1210.0
cr1843;2024-03-25 09:09:50;Status;;full
cr1840;2024-03-25 09:53:59;;6;empty
cr1864;2024-03-25 09:54:44;Status;;full
cr1843;2024-03-25 10:02:31;Weight;;;250.0
cr1876;2024-03-25 10:57:39;Status;;full
cr1887;2024-03-25 11:00:46;;6;empty
cr1864;2024-03-25 11:01:24;Weight;;;430.0
cr1857;2024-03-25 11:59:59;Status;;full
cr1875;2024-03-25 12:06:17;;2;empty
cr1876;2024-03-25 13:08:28;Weight;;;1210.0
cr1809;2024-03-25 13:24:59;Status;;full
cr1840;2024-03-25 13:53:37;Status;;full
cr1882;2024-03-25 14:40:46;;6;empty
cr1809;2024-03-25 14:44:56;Weight;;;1260.0
cr1875;2024-03-25 14:45:34;Status;;full
cr1877;2024-03-25 14:54:56;;6;empty
cr1857;2024-03-25 14:58:16;Weight;;;380.0
cr1887;2024-03-25 15:00:13;Status;;full
cr1878;2024-03-25 15:11:44;;3;empty
cr1887;2024-03-25 15:14:53;Weight;;;1100.0
cr1880;2024-03-25 15:32:41;;4;empty
cr1840;2024-03-25 15:36:50;Weight;;;1140.0
cr1871;2024-03-25 16:00:40;Status;;full
cr1871;2024-03-25 16:14:41;Weight;;;1100.0
cr1875;2024-03-25 16:21:54;Weight;;;380.0
cr1878;2024-03-25 16:54:33;Status;;full
cr1878;2024-03-25 18:57:37;Weight;;;630.0
cr1880;2024-03-26 07:42:27;Status;;full
cr1882;2024-03-26 07:43:05;Status;;full
cr1877;2024-03-26 07:51:00;Status;;full
cr1882;2024-03-26 08:48:35;Weight;;;1160.0
cr1877;2024-03-26 09:03:48;Weight;;;1200.0
cr1828;2024-03-26 09:41:41;;6;empty
cr1880;2024-03-26 09:47:01;Weight;;;780.0
cr1828;2024-03-26 11:55:27;Status;;full
cr1828;2024-03-26 14:41:42;Weight;;;1140.0
cr1891;2024-03-26 16:59:33;;3;empty
cr1881;2024-03-27 01:08:57;;6;empty
cr1888;2024-03-27 03:26:26;;6;empty
cr1891;2024-03-27 07:28:46;Status;;full
cr1891;2024-03-27 09:19:42;Weight;;;560.0
cr1881;2024-03-27 10:04:36;Status;;full
cr1888;2024-03-27 11:02:10;Status;;full
cr1881;2024-03-27 11:07:56;Weight;;;1280.0
cr1888;2024-03-27 11:25:09;Weight;;;1190.0
cr1902;2024-03-27 13:56:55;;6;empty
cr1902;2024-03-27 16:18:40;Status;;full
cr1902;2024-03-27 16:34:45;Weight;;;1160.0
cr1896;2024-03-27 17:07:47;;6;empty
cr1899;2024-03-27 22:15:22;;1;empty
cr1901;2024-03-27 22:33:30;;1;empty
cr1873;2024-03-28 07:11:53;;6;empty
cr1901;2024-03-28 08:20:15;Status;;full
cr1899;2024-03-28 08:59:35;Status;;full
cr1901;2024-03-28 09:41:19;Weight;;;180.0
cr1896;2024-03-28 10:03:27;Status;;full
cr1873;2024-03-28 10:04:41;Status;;full
cr1899;2024-03-28 10:10:23;Weight;;;200.0
cr1896;2024-03-28 10:15:42;Weight;;;1210.0
cr1873;2024-03-28 10:47:11;Weight;;;1140.0
cr1886;2024-03-28 13:46:50;;6;empty
cr1886;2024-03-28 16:08:35;Status;;full
cr1886;2024-03-28 16:29:03;Weight;;;1120.0
cr1863;2024-03-28 17:30:07;;6;empty
cr1866;2024-03-28 17:43:26;;6;empty
cr1884;2024-03-28 17:59:37;;5;empty
cr1865;2024-03-28 19:56:35;;6;empty
cr1889;2024-03-29 03:00:48;;6;empty
cr1906;2024-03-29 06:11:28;;1;empty
cr1906;2024-03-29 10:42:00;Status;;full
cr1889;2024-03-29 10:53:46;Status;;full
cr1883;2024-03-29 10:54:25;;6;empty
cr1906;2024-03-29 10:59:12;Weight;;;200.0
cr1863;2024-03-29 11:58:51;Status;;full
cr1908;2024-03-29 11:59:54;;3;empty
cr1884;2024-03-29 13:24:14;Status;;full
cr1866;2024-03-29 13:45:41;Status;;full
cr1883;2024-03-29 13:47:38;Status;;full
cr1884;2024-03-29 13:48:06;Weight;;;940.0
cr1865;2024-03-29 14:00:25;Status;;full
cr1889;2024-03-29 14:00:35;Weight;;;1160.0
cr1908;2024-03-29 14:35:00;Status;;full
cr1894;2024-03-29 14:43:56;;6;empty
cr1866;2024-03-29 14:48:14;Weight;;;1260.0
cr1908;2024-03-29 14:50:38;Weight;;;540.0
cr1865;2024-03-29 14:52:06;Weight;;;1240.0
cr1860;2024-03-29 15:14:44;;6;empty
cr1883;2024-03-29 15:30:08;Weight;;;1190.0
cr1863;2024-03-29 16:01:31;Weight;;;1140.0
cr1894;2024-03-29 17:27:12;Status;;full
cr1905;2024-03-29 23:19:06;;6;empty
cr1885;2024-03-29 23:29:57;;6;empty
cr1895;2024-03-30 00:37:39;;6;empty
cr1907;2024-03-30 10:59:42;;6;empty
cr1903;2024-03-30 11:12:20;;6;empty
cr1860;2024-04-01 07:41:15;Status;;full
cr1894;2024-04-01 08:43:59;Weight;;;1190.0
cr1892;2024-04-01 09:46:13;;6;empty
cr1860;2024-04-01 10:02:01;Weight;;;1120.0
cr1903;2024-04-01 13:59:01;Status;;full
cr1885;2024-04-01 14:10:01;Status;;full
cr1892;2024-04-01 14:14:52;Status;;full
cr1907;2024-04-01 14:16:29;Status;;full
cr1905;2024-04-01 14:17:56;Status;;full
cr1915;2024-04-01 14:21:19;;6;empty
cr1885;2024-04-01 14:22:34;Weight;;;1210.0
cr1895;2024-04-01 14:22:36;Status;;full
cr1897;2024-04-01 14:27:52;;2;empty
cr1912;2024-04-01 14:28:46;;3;empty
cr1907;2024-04-01 14:31:27;Weight;;;1140.0
cr1905;2024-04-01 14:33:12;Weight;;;1160.0
cr1898;2024-04-01 14:59:25;;6;empty
cr1904;2024-04-01 15:09:16;;3;empty
cr1903;2024-04-01 15:13:44;Weight;;;1230.0
cr1910;2024-04-01 15:29:50;;6;empty
cr1895;2024-04-01 15:30:34;Weight;;;1120.0
cr1915;2024-04-01 15:58:36;Status;;full
cr1892;2024-04-01 16:01:41;Weight;;;1210.0
cr1897;2024-04-01 16:24:40;Status;;full
cr1911;2024-04-01 16:38:36;;6;empty
cr1897;2024-04-01 16:40:26;Weight;;;380.0
cr1912;2024-04-01 16:58:40;Status;;full
cr1915;2024-04-01 17:13:06;Weight;;;1160.0
cr1909;2024-04-01 18:15:20;;6;empty
cr1920;2024-04-01 21:55:32;;3;empty
cr1912;2024-04-02 07:30:49;Weight;;;600.0
cr1904;2024-04-02 09:18:48;Status;;full
cr1923;2024-04-02 09:28:57;;6;empty
cr1904;2024-04-02 09:31:00;Weight;;;560.0
cr1898;2024-04-02 09:41:46;Status;;full
cr1911;2024-04-02 09:51:10;Status;;full
cr1925;2024-04-02 09:51:45;;4;empty
cr1898;2024-04-02 09:53:06;Weight;;;1190.0
cr1910;2024-04-02 09:59:14;Status;;full
